Date,Close,prev_close,daily_return_pct
2015-10-21,26.73,28.4,-5.88
2015-10-22,27.55,26.73,3.07
2015-10-23,26.7,27.55,-3.09
2015-10-26,25.2,26.7,-5.62
2015-10-27,25.21,25.2,0.04
2015-10-28,25.5,25.21,1.15
2015-10-29,23.77,25.5,-6.78
2015-10-30,24.6,23.77,3.49
2015-11-02,26.65,24.6,8.33
2015-11-03,33.8,26.65,26.83
2015-11-04,27.5,33.8,-18.64
2015-11-05,26.61,27.5,-3.24
2015-11-06,26.0,26.61,-2.29
2015-11-09,23.85,26.0,-8.27
2015-11-10,21.02,23.85,-11.87
2015-11-11,20.75,21.02,-1.28
2015-11-12,19.17,20.75,-7.61
2015-11-13,17.5,19.17,-8.71
2015-11-16,15.58,17.5,-10.97
2015-11-17,12.59,15.58,-19.19
2015-11-18,13.21,12.59,4.92
2015-11-19,13.15,13.21,-0.45
2015-11-20,12.0,13.15,-8.75
2015-11-23,13.35,12.0,11.25
2015-11-24,14.12,13.35,5.77
2015-11-25,14.61,14.12,3.47
2015-11-27,16.61,14.61,13.69
2015-11-30,16.96,16.61,2.11
2015-12-01,16.5,16.96,-2.71
2015-12-02,14.92,16.5,-9.58
2015-12-03,16.05,14.92,7.57
2015-12-04,14.65,16.05,-8.72
2015-12-07,13.88,14.65,-5.26
2015-12-08,13.01,13.88,-6.27
2015-12-09,12.63,13.01,-2.92
2015-12-10,12.5,12.63,-1.03
2015-12-11,12.4,12.5,-0.8
2015-12-14,11.34,12.4,-8.55
2015-12-15,13.6,11.34,19.93
2015-12-16,14.27,13.6,4.93
2015-12-17,13.96,14.27,-2.17
2015-12-18,14.59,13.96,4.51
2015-12-21,15.35,14.59,5.21
2015-12-22,16.56,15.35,7.88
2015-12-23,19.06,16.56,15.1
2015-12-24,20.3,19.06,6.51
2015-12-28,18.01,20.3,-11.28
2015-12-29,19.44,18.01,7.94
2015-12-30,17.55,19.44,-9.72
2015-12-31,17.16,17.55,-2.22
2016-01-04,20.01,17.16,16.61
2016-01-05,19.92,20.01,-0.45
2016-01-06,19.97,19.92,0.25
2016-01-07,15.48,19.97,-22.48
2016-01-08,15.6896,15.48,1.35
2016-01-11,16.82,15.6896,7.2
2016-01-12,16.47,16.82,-2.08
2016-01-13,15.04,16.47,-8.68
2016-01-14,16.98,15.04,12.9
2016-01-15,17.07,16.98,0.53
2016-01-19,17.01,17.07,-0.35
2016-01-20,16.38,17.01,-3.7
2016-01-21,15.44,16.38,-5.74
2016-01-22,17.38,15.44,12.56
2016-01-25,16.65,17.38,-4.2
2016-01-26,16.95,16.65,1.8
2016-01-27,16.35,16.95,-3.54
2016-01-28,15.65,16.35,-4.28
2016-01-29,15.45,15.65,-1.28
2016-02-01,15.25,15.45,-1.29
2016-02-02,14.97,15.25,-1.84
2016-02-03,15.68,14.97,4.74
2016-02-04,16.99,15.68,8.35
2016-02-05,16.03,16.99,-5.65
2016-02-08,15.0,16.03,-6.43
2016-02-09,14.69,15.0,-2.07
2016-02-10,15.19,14.69,3.4
2016-02-11,15.05,15.19,-0.92
2016-02-12,15.73,15.05,4.52
2016-02-16,16.95,15.73,7.76
2016-02-17,18.43,16.95,8.73
2016-02-18,17.6,18.43,-4.5
2016-02-19,18.95,17.6,7.67
2016-02-22,19.3,18.95,1.85
2016-02-23,18.36,19.3,-4.87
2016-02-24,17.95,18.36,-2.23
2016-02-25,17.64,17.95,-1.73
2016-02-26,18.01,17.64,2.1
2016-02-29,17.0,18.01,-5.61
2016-03-01,17.3,17.0,1.76
2016-03-02,17.14,17.3,-0.92
2016-03-03,16.89,17.14,-1.46
2016-03-04,15.75,16.89,-6.75
2016-03-07,14.21,15.75,-9.78
2016-03-08,13.32,14.21,-6.26
2016-03-09,13.2,13.32,-0.9
2016-03-10,13.03,13.2,-1.29
2016-03-11,13.15,13.03,0.92
2016-03-14,13.4,13.15,1.9
2016-03-15,13.33,13.4,-0.52
2016-03-16,13.37,13.33,0.3
2016-03-17,13.75,13.37,2.84
2016-03-18,14.25,13.75,3.64
2016-03-21,14.09,14.25,-1.12
2016-03-22,13.98,14.09,-0.78
2016-03-23,13.64,13.98,-2.43
2016-03-24,12.9,13.64,-5.43
2016-03-28,12.03,12.9,-6.74
2016-03-29,11.77,12.03,-2.16
2016-03-30,11.86,11.77,0.76
2016-03-31,11.8,11.86,-0.51
2016-04-01,12.76,11.8,8.14
2016-04-04,14.28,12.76,11.91
2016-04-05,14.15,14.28,-0.91
2016-04-06,16.59,14.15,17.24
2016-04-07,16.14,16.59,-2.71
2016-04-08,18.02,16.14,11.65
2016-04-11,20.12,18.02,11.65
2016-04-12,20.23,20.12,0.55
2016-04-13,19.37,20.23,-4.25
2016-04-14,19.865,19.37,2.56
2016-04-15,19.89,19.865,0.13
2016-04-18,21.86,19.89,9.9
2016-04-19,20.4,21.86,-6.68
2016-04-20,18.28,20.4,-10.39
2016-04-21,16.68,18.28,-8.75
2016-04-22,16.01,16.68,-4.02
2016-04-25,15.53,16.01,-3.0
2016-04-26,15.24,15.53,-1.87
2016-04-27,15.21,15.24,-0.2
2016-04-28,15.04,15.21,-1.12
2016-04-29,16.75,15.04,11.37
2016-05-02,15.36,16.75,-8.3
2016-05-03,15.28,15.36,-0.52
2016-05-04,13.85,15.28,-9.36
2016-05-05,12.83,13.85,-7.36
2016-05-06,12.65,12.83,-1.4
2016-05-09,17.51,12.65,38.42
2016-05-10,13.66,17.51,-21.99
2016-05-11,12.83,13.66,-6.08
2016-05-12,12.2,12.83,-4.91
2016-05-13,12.51,12.2,2.54
2016-05-16,13.1,12.51,4.72
2016-05-17,12.58,13.1,-3.97
2016-05-18,12.54,12.58,-0.32
2016-05-19,12.56,12.54,0.16
2016-05-20,13.32,12.56,6.05
2016-05-23,13.81,13.32,3.68
2016-05-24,14.02,13.81,1.52
2016-05-25,16.07,14.02,14.62
2016-05-26,16.97,16.07,5.6
2016-05-27,18.08,16.97,6.54
2016-05-31,19.08,18.08,5.53
2016-06-01,19.5,19.08,2.2
2016-06-02,21.32,19.5,9.33
2016-06-03,22.36,21.32,4.88
2016-06-06,24.37,22.36,8.99
2016-06-07,22.36,24.37,-8.25
2016-06-08,22.28,22.36,-0.36
2016-06-09,20.66,22.28,-7.27
2016-06-10,18.93,20.66,-8.37
2016-06-13,16.63,18.93,-12.15
2016-06-14,16.8399,16.63,1.26
2016-06-15,16.92,16.8399,0.48
2016-06-16,16.56,16.92,-2.13
2016-06-17,17.95,16.56,8.39
2016-06-20,17.61,17.95,-1.89
2016-06-21,17.0,17.61,-3.46
2016-06-22,16.03,17.0,-5.71
2016-06-23,16.25,16.03,1.37
2016-06-24,14.98,16.25,-7.82
2016-06-27,13.5,14.98,-9.88
2016-06-28,14.0,13.5,3.7
2016-06-29,14.55,14.0,3.93
2016-06-30,14.57,14.55,0.14
2016-07-01,14.792,14.57,1.52
2016-07-05,13.85,14.792,-6.37
2016-07-06,13.71,13.85,-1.01
2016-07-07,13.5,13.71,-1.53
2016-07-08,13.43,13.5,-0.52
2016-07-11,13.97,13.43,4.02
2016-07-12,13.84,13.97,-0.93
2016-07-13,13.91,13.84,0.51
2016-07-14,13.53,13.91,-2.73
2016-07-15,13.7,13.53,1.26
2016-07-18,13.5,13.7,-1.46
2016-07-19,12.94,13.5,-4.15
2016-07-20,13.77,12.94,6.41
2016-07-21,14.3,13.77,3.85
2016-07-22,15.2699,14.3,6.78
2016-07-25,13.83,15.2699,-9.43
2016-07-26,13.41,13.83,-3.04
2016-07-27,13.03,13.41,-2.83
2016-07-28,13.08,13.03,0.38
2016-07-29,12.86,13.08,-1.68
2016-08-01,12.55,12.86,-2.41
2016-08-02,12.84,12.55,2.31
2016-08-03,12.65,12.84,-1.48
2016-08-04,12.77,12.65,0.95
2016-08-05,13.11,12.77,2.66
2016-08-08,13.595,13.11,3.7
2016-08-09,13.28,13.595,-2.32
2016-08-10,12.84,13.28,-3.31
2016-08-11,13.11,12.84,2.1
2016-08-12,13.3,13.11,1.45
2016-08-15,13.676,13.3,2.83
2016-08-16,13.71,13.676,0.25
2016-08-17,13.62,13.71,-0.66
2016-08-18,14.06,13.62,3.23
2016-08-19,14.14,14.06,0.57
2016-08-22,13.54,14.14,-4.24
2016-08-23,13.5904,13.54,0.37
2016-08-24,13.3,13.5904,-2.14
2016-08-25,12.72,13.3,-4.36
2016-08-26,12.8,12.72,0.63
2016-08-29,13.15,12.8,2.73
2016-08-30,13.52,13.15,2.81
2016-08-31,14.13,13.52,4.51
2016-09-01,14.45,14.13,2.26
2016-09-02,13.47,14.45,-6.78
2016-09-06,13.16,13.47,-2.3
2016-09-07,13.22,13.16,0.46
2016-09-08,13.1,13.22,-0.91
2016-09-09,13.5,13.1,3.05
2016-09-12,13.79,13.5,2.15
2016-09-13,13.71,13.79,-0.58
2016-09-14,13.98,13.71,1.97
2016-09-15,13.82,13.98,-1.14
2016-09-16,13.9,13.82,0.58
2016-09-19,14.46,13.9,4.03
2016-09-20,14.77,14.46,2.14
2016-09-21,16.4,14.77,11.04
2016-09-22,17.1,16.4,4.27
2016-09-23,16.6,17.1,-2.92
2016-09-26,15.45,16.6,-6.93
2016-09-27,16.23,15.45,5.05
2016-09-28,16.78,16.23,3.39
2016-09-29,16.8,16.78,0.12
2016-09-30,18.5,16.8,10.12
2016-10-03,21.95,18.5,18.65
2016-10-04,21.18,21.95,-3.51
2016-10-05,21.26,21.18,0.38
2016-10-06,22.25,21.26,4.66
2016-10-07,25.0413,22.25,12.55
2016-10-10,28.04,25.0413,11.98
2016-10-11,33.65,28.04,20.01
2016-10-12,49.0,33.65,45.62
2016-10-13,41.2,49.0,-15.92
2016-10-14,35.0,41.2,-15.05
2016-10-17,33.45,35.0,-4.43
2016-10-18,37.95,33.45,13.45
2016-10-19,34.25,37.95,-9.75
2016-10-20,36.65,34.25,7.01
2016-10-21,38.55,36.65,5.18
2016-10-24,37.55,38.55,-2.59
2016-10-25,32.85,37.55,-12.52
2016-10-26,32.95,32.85,0.3
2016-10-27,32.5,32.95,-1.37
2016-10-28,32.875,32.5,1.15
2016-10-31,34.15,32.875,3.88
2016-11-01,35.05,34.15,2.64
2016-11-02,35.5,35.05,1.28
2016-11-03,35.95,35.5,1.27
2016-11-04,36.7,35.95,2.09
2016-11-07,35.1,36.7,-4.36
2016-11-08,34.15,35.1,-2.71
2016-11-09,36.5,34.15,6.88
2016-11-10,36.6,36.5,0.27
2016-11-11,36.6,36.6,0.0
2016-11-14,33.0,36.6,-9.84
2016-11-15,32.5,33.0,-1.52
2016-11-16,30.25,32.5,-6.92
2016-11-17,28.6,30.25,-5.45
2016-11-18,28.2,28.6,-1.4
2016-11-21,27.6,28.2,-2.13
2016-11-22,28.5,27.6,3.26
2016-11-23,29.0,28.5,1.75
2016-11-25,28.9,29.0,-0.34
2016-11-28,29.95,28.9,3.63
2016-11-29,28.9,29.95,-3.51
2016-11-30,28.85,28.9,-0.17
2016-12-01,27.6,28.85,-4.33
2016-12-02,28.0,27.6,1.45
2016-12-05,29.0,28.0,3.57
2016-12-06,33.0,29.0,13.79
2016-12-07,37.05,33.0,12.27
2016-12-08,41.55,37.05,12.15
2016-12-09,42.5,41.55,2.29
2016-12-12,42.0,42.5,-1.18
2016-12-13,41.85,42.0,-0.36
2016-12-14,43.8,41.85,4.66
2016-12-15,46.85,43.8,6.96
2016-12-16,53.95,46.85,15.15
2016-12-19,48.0,53.95,-11.03
2016-12-20,45.25,48.0,-5.73
2016-12-21,51.5,45.25,13.81
2016-12-22,52.65,51.5,2.23
2016-12-23,53.8,52.65,2.18
2016-12-27,57.752,53.8,7.35
2016-12-28,51.8,57.752,-10.31
2016-12-29,49.1,51.8,-5.21
2016-12-30,53.5,49.1,8.96
2017-01-03,53.0,53.5,-0.93
2017-01-04,55.95,53.0,5.57
2017-01-05,58.0,55.95,3.66
2017-01-06,59.0,58.0,1.72
2017-01-09,59.9,59.0,1.53
2017-01-10,59.95,59.9,0.08
2017-01-11,64.15,59.95,7.01
2017-01-12,63.8,64.15,-0.55
2017-01-13,69.1578,63.8,8.4
2017-01-17,70.0,69.1578,1.22
2017-01-18,70.3,70.0,0.43
2017-01-19,73.0,70.3,3.84
2017-01-20,71.95,73.0,-1.44
2017-01-23,63.0,71.95,-12.44
2017-01-24,63.9,63.0,1.43
2017-01-25,62.45,63.9,-2.27
2017-01-26,59.65,62.45,-4.48
2017-01-27,61.95,59.65,3.86
2017-01-30,62.25,61.95,0.48
2017-01-31,62.8,62.25,0.88
2017-02-01,65.0,62.8,3.5
2017-02-02,80.4893,65.0,23.83
2017-02-03,76.35,80.4893,-5.14
2017-02-06,80.25,76.35,5.11
2017-02-07,80.655,80.25,0.5
2017-02-08,77.75,80.655,-3.6
2017-02-09,73.3011,77.75,-5.72
2017-02-10,75.15,73.3011,2.52
2017-02-13,75.5,75.15,0.47
2017-02-14,76.075,75.5,0.76
2017-02-15,77.975,76.075,2.5
2017-02-16,74.6489,77.975,-4.27
2017-02-17,76.85,74.6489,2.95
2017-02-21,75.0,76.85,-2.41
2017-02-22,73.5,75.0,-2.0
2017-02-23,72.0,73.5,-2.04
2017-02-24,70.55,72.0,-2.01
2017-02-27,71.1,70.55,0.78
2017-02-28,70.3,71.1,-1.13
2017-03-01,73.55,70.3,4.62
2017-03-02,79.0,73.55,7.41
2017-03-03,85.9,79.0,8.73
2017-03-06,80.6,85.9,-6.17
2017-03-07,77.4,80.6,-3.97
2017-03-08,76.6,77.4,-1.03
2017-03-09,75.4,76.6,-1.57
2017-03-10,75.95,75.4,0.73
2017-03-13,74.45,75.95,-1.97
2017-03-14,74.55,74.45,0.13
2017-03-15,74.2,74.55,-0.47
2017-03-16,73.5,74.2,-0.94
2017-03-17,63.1,73.5,-14.15
2017-03-20,60.5,63.1,-4.12
2017-03-21,60.0,60.5,-0.83
2017-03-22,57.95,60.0,-3.42
2017-03-23,54.45,57.95,-6.04
2017-03-24,57.75,54.45,6.06
2017-03-27,61.5,57.75,6.49
2017-03-28,67.95,61.5,10.49
2017-03-29,68.5,67.95,0.81
2017-03-30,74.9999,68.5,9.49
2017-03-31,75.25,74.9999,0.33
2017-04-03,72.8,75.25,-3.26
2017-04-04,67.0,72.8,-7.97
2017-04-05,64.0,67.0,-4.48
2017-04-06,64.75,64.0,1.17
2017-04-07,67.0,64.75,3.47
2017-04-10,69.0,67.0,2.99
2017-04-11,69.6,69.0,0.87
2017-04-12,71.1401,69.6,2.21
2017-04-13,72.0,71.1401,1.21
2017-04-17,73.5,72.0,2.08
2017-04-18,72.95,73.5,-0.75
2017-04-19,73.0,72.95,0.07
2017-04-20,70.35,73.0,-3.63
2017-04-21,69.8,70.35,-0.78
2017-04-24,72.25,69.8,3.51
2017-04-25,74.85,72.25,3.6
2017-04-26,74.5,74.85,-0.47
2017-04-27,73.8,74.5,-0.94
2017-05-01,75.0537,73.8,1.7
2017-05-02,71.75,75.0537,-4.4
2017-05-03,70.55,71.75,-1.67
2017-05-04,69.65,70.55,-1.28
2017-05-05,71.7,69.65,2.94
2017-05-08,72.05,71.7,0.49
2017-05-09,75.5,72.05,4.79
2017-05-10,74.0,75.5,-1.99
2017-05-11,71.95,74.0,-2.77
2017-05-12,70.15,71.95,-2.5
2017-05-15,73.45,70.15,4.7
2017-05-16,76.15,73.45,3.68
2017-05-17,73.05,76.15,-4.07
2017-05-18,73.5,73.05,0.62
2017-05-19,74.75,73.5,1.7
2017-05-22,74.95,74.75,0.27
2017-05-23,78.55,74.95,4.8
2017-05-24,89.0,78.55,13.3
2017-05-25,91.95,89.0,3.31
2017-05-26,90.25,91.95,-1.85
2017-05-30,90.0,90.25,-0.28
2017-05-31,91.0,90.0,1.11
2017-06-01,91.75,91.0,0.82
2017-06-02,92.0,91.75,0.27
2017-06-05,90.5,92.0,-1.63
2017-06-06,89.8,90.5,-0.77
2017-06-07,87.075,89.8,-3.03
2017-06-08,84.9,87.075,-2.5
2017-06-09,88.7,84.9,4.48
2017-06-12,86.0,88.7,-3.04
2017-06-13,87.85,86.0,2.15
2017-06-14,88.55,87.85,0.8
2017-06-15,84.1,88.55,-5.03
2017-06-16,89.45,84.1,6.36
2017-06-19,85.2,89.45,-4.75
2017-06-20,87.0,85.2,2.11
2017-06-21,87.95,87.0,1.09
2017-06-22,90.95,87.95,3.41
2017-06-23,89.9,90.95,-1.15
2017-06-26,91.0,89.9,1.22
2017-06-27,87.95,91.0,-3.35
2017-06-28,88.0,87.95,0.06
2017-06-29,87.305,88.0,-0.79
2017-06-30,91.3992,87.305,4.69
2017-07-03,90.0,91.3992,-1.53
2017-07-05,88.975,90.0,-1.14
2017-07-06,92.0,88.975,3.4
2017-07-07,93.0,92.0,1.09
2017-07-10,91.65,93.0,-1.45
2017-07-11,91.9989,91.65,0.38
2017-07-12,91.45,91.9989,-0.6
2017-07-13,92.5,91.45,1.15
2017-07-14,93.0,92.5,0.54
2017-07-17,92.2499,93.0,-0.81
2017-07-18,94.0,92.2499,1.9
2017-07-19,94.35,94.0,0.37
2017-07-20,93.5,94.35,-0.9
2017-07-21,95.0,93.5,1.6
2017-07-24,94.0,95.0,-1.05
2017-07-25,93.0,94.0,-1.06
2017-07-26,92.65,93.0,-0.38
2017-07-27,92.0,92.65,-0.7
2017-07-28,91.9,92.0,-0.11
2017-07-31,92.0,91.9,0.11
2017-08-01,92.4,92.0,0.43
2017-08-02,88.9,92.4,-3.79
2017-08-03,87.0,88.9,-2.14
2017-08-04,87.0,87.0,0.0
2017-08-07,88.75,87.0,2.01
2017-08-08,86.25,88.75,-2.82
2017-08-09,82.0,86.25,-4.93
2017-08-10,74.75,82.0,-8.84
2017-08-11,73.5,74.75,-1.67
2017-08-14,73.55,73.5,0.07
2017-08-15,73.75,73.55,0.27
2017-08-16,74.5,73.75,1.02
2017-08-17,75.75,74.5,1.68
2017-08-18,82.6,75.75,9.04
2017-08-21,76.9774,82.6,-6.81
2017-08-22,78.05,76.9774,1.39
2017-08-23,81.7644,78.05,4.76
2017-08-24,80.0,81.7644,-2.16
2017-08-25,80.0,80.0,0.0
2017-08-28,81.0,80.0,1.25
2017-08-29,86.0,81.0,6.17
2017-08-30,86.75,86.0,0.87
2017-08-31,91.7,86.75,5.71
2017-09-01,93.0,91.7,1.42
2017-09-05,99.0,93.0,6.45
2017-09-06,108.7,99.0,9.8
2017-09-07,101.95,108.7,-6.21
2017-09-08,100.0,101.95,-1.91
2017-09-11,109.0,100.0,9.0
2017-09-12,102.788,109.0,-5.7
2017-09-13,103.75,102.788,0.94
2017-09-14,109.35,103.75,5.4
2017-09-15,97.45,109.35,-10.88
2017-09-18,101.5,97.45,4.16
2017-09-19,98.0,101.5,-3.45
2017-09-20,88.0,98.0,-10.2
2017-09-21,87.5125,88.0,-0.55
2017-09-22,88.95,87.5125,1.64
2017-09-25,85.0,88.95,-4.44
2017-09-26,85.55,85.0,0.65
2017-09-27,85.675,85.55,0.15
2017-09-28,84.95,85.675,-0.85
2017-09-29,80.2,84.95,-5.59
2017-10-02,82.0,80.2,2.24
2017-10-03,84.0001,82.0,2.44
2017-10-04,87.25,84.0001,3.87
2017-10-05,90.0,87.25,3.15
2017-10-06,89.05,90.0,-1.06
2017-10-09,87.65,89.05,-1.57
2017-10-10,84.05,87.65,-4.11
2017-10-11,84.5,84.05,0.54
2017-10-16,86.95,84.5,2.9
2017-10-17,87.0,86.95,0.06
2017-10-18,86.3,87.0,-0.8
2017-10-19,85.25,86.3,-1.22
2017-10-20,85.5,85.25,0.29
2017-10-23,84.05,85.5,-1.7
2017-10-24,85.5,84.05,1.73
2017-10-25,83.0,85.5,-2.92
2017-10-26,83.65,83.0,0.78
2017-10-31,84.375,83.65,0.87
2017-11-02,88.0,84.375,4.3
2017-11-03,80.4,88.0,-8.64
2017-11-07,81.0,80.4,0.75
2017-11-09,84.05,81.0,3.77
2017-11-10,80.1,84.05,-4.7
